artist_name,track_name,genre,tempo,danceability,energy,valence,loudness,acousticness,instrumentalness,liveness,speechiness,id
Jon Hopkins,Open Eye Signal,electronic,122.47,0.798,0.715,0.199,-7.103,0.191,0.773,0.112,0.215,5aBdWL4ud0ovtDJIJGQLdc
Sébastien Tellier,Cochon Ville,electronic,115.003,0.638,0.74,0.752,-5.605,0.000113,0.431,0.296,0.073,3zIrSBnOU4SvUrQyIbsd2Q
deadmau5,October,electronic,127.995,0.669,0.691,0.0779,-10.505,0.255,0.92,0.0684,0.0484,0RwiVl8S1BFgRgu4YK5w9m
Zomby,Labyrinth,electronic,122.021,0.8,0.981,0.417,-4.2,8.8e-05,0.68,0.317,0.108,5rawOFFNlJY9YEja7Q91Se
Stay+,Guardian,electronic,135.052,0.42,0.658,0.104,-7.365,0.371,0.345,0.301,0.0817,2Mlf3IbJNbx6e8Gdq8i5ua
Blackmill,Miracle,electronic,138.014,0.541,0.586,0.198,-10.596,0.184,0.681,0.128,0.0283,5VQdYgOMD5DunteeIWztZs
Crystal Castles,Untrust Us,electronic,125.876,0.604,0.823,0.19,-5.389,0.0429,0.128,0.117,0.0276,3q2yH1T78FptWtAmCpQlrG
Mount Kimbie,Carbonated,electronic,135.001,0.553,0.328,0.785,-13.52,0.749,0.894,0.0906,0.0812,5d3qZ4xZv0inQK292Mmnhh
Chromeo,Don't Turn the Lights On,electronic,115.98,0.709,0.843,0.745,-5.166,0.000774,0.00936,0.114,0.0446,2cC48Dvkkw5YK9rLIr83OG
Apparat,Moth,electronic,125.015,0.857,0.764,0.754,-13.337,0.751,0.621,0.123,0.0853,6BXvSPUVossmiwVKpYIu2m
Baths,Plea,electronic,90.123,0.519,0.828,0.494,-5.77,0.0591,0.0,0.378,0.313,4V7ayoUYUXqkazXJehitkA
Youth Lagoon,The Hunt,electronic,127.075,0.49,0.526,0.0404,-6.649,0.394,0.263,0.0908,0.033,3knvw2YngLzWdiDrmivLQG
Daughn Gibson,Tiffany Lou,electronic,99.946,0.64,0.482,0.127,-7.847,0.0257,0.774,0.122,0.0264,497Esk1nymXGA5frxyD5y9
The Glitch Mob,We Swarm,electronic,115.004,0.667,0.783,0.395,-8.046,0.00584,0.789,0.345,0.0551,4IJUO9cdEvsHVDk52UZVHr
Various Artists,"Abraham, Martin And John",electronic,144.898,0.397,0.315,0.454,-13.918,0.471,0.0241,0.236,0.0321,4r39qB86zKlvsyyklgar1K
Booka Shade,Regenerate,electronic,125.008,0.837,0.585,0.546,-9.604,0.241,0.792,0.496,0.168,3cumjsnfZLEMx88UQuH5qt
Totally Enormous Extinct Dinosaurs,Garden,electronic,128.049,0.859,0.56,0.659,-8.449,0.414,0.788,0.166,0.136,0Dxi7iWtxgQPsz5JQoJjd8
PNAU,Unite Us,electronic,128.034,0.494,0.882,0.385,-4.378,0.0104,4.28e-05,0.0656,0.0754,1pvNYYXO8bCj7bZGPzKC6p
Krewella,Can't Control Myself,electronic,100.015,0.695,0.925,0.755,-2.322,0.000843,0.0115,0.115,0.0629,16tUjfbOz2vzcOC9KlMMfz
Caribou,Odessa,electronic,118.001,0.706,0.913,0.622,-5.627,0.0035,0.0502,0.333,0.0369,0GoeLehz2jAcQjgo3pboaX
Skrillex,Scary Monsters and Nice Sprites - Noisia Remix,electronic,140.144,0.6,0.871,0.639,-4.108,0.00207,0.3,0.127,0.235,2hSPUp0RfF1j0pTWGpGADL
The Glitch Mob,Can't Kill Us,electronic,150.136,0.509,0.752,0.304,-5.457,0.000193,0.948,0.329,0.0468,1t7adBEtxZXavJ1mbiyAWy
Various Artists,Plätscher,electronic,123.999,0.667,0.528,0.819,-13.365,0.208,0.847,0.33,0.0483,0MnrpvXOd71v0fqosubq9o
Avicii,Dear Boy,electronic,124.995,0.686,0.581,0.253,-5.911,0.000276,0.1,0.3,0.112,3qC3qmZNDXu62hc8YbhWsy
Born Gold,I: Ferocious Body,electronic,130.089,0.713,0.554,0.309,-10.642,0.352,0.00418,0.65,0.0829,4iHh9ftZKEtTmqnEYuWlm6
Daft Punk,"Nocturne - From ""TRON: Legacy""/Score",electronic,75.131,0.185,0.0362,0.0335,-27.285,0.499,0.74,0.11,0.0373,6d0B924xI8hHs3Xk7enRjj
The Glitch Mob,A Dream Within A Dream,electronic,119.962,0.606,0.774,0.154,-9.02,0.103,0.769,0.676,0.0875,5IG2ks1wL6nm0efZGpRNPN
Martin Garrix,Wizard,electronic,127.985,0.582,0.902,0.23,-5.098,0.00835,0.715,0.513,0.0707,7aCZfs36tXkWVFItKHNGcE
Housse de Racket,Roman,electronic,149.955,0.42,0.765,0.756,-4.229,0.000181,0.000115,0.047,0.0449,1yb35WfP1wdOnSfSGDxWUY
Armin van Buuren,Drowning - Avicii Extended Remix,electronic,126.037,0.677,0.818,0.41,-7.722,0.00125,0.294,0.188,0.0664,6q0f0zpByDs4Zk0heXZ3cO
"Earth, Wind & Fire",Shining Star,funk,102.516,0.676,0.692,0.799,-13.093,0.668,0.00915,0.13,0.052,0RgcOUQg4qYAEt9RIdf3oB
Papa Grows Funk,Do U Want It?,funk,112.032,0.814,0.852,0.923,-5.941,0.225,0.161,0.325,0.0557,09bDHWxnX2BjMPbj30PRQ4
Tower Of Power,Soul With A Capital 'S',funk,119.122,0.728,0.972,0.815,-7.904,0.053,0.0789,0.0706,0.0485,2fEdBCtMRLHJ53fB7hQVpR
Ridin' Thumb,Set Your Mind Free,funk,105.84,0.829,0.787,0.862,-7.446,0.118,0.00537,0.0932,0.0626,2N6RKUqTjFbEBjFlfHyLJZ
Con Funk Shun,Ffun,funk,111.87,0.934,0.64,0.853,-9.011,0.187,0.00587,0.193,0.0739,2bAmuf7gFx5ziCMcGYjw2v
Rufus & Chaka Khan,Dance Wit Me,funk,127.675,0.869,0.736,0.91,-8.173,0.0918,0.0362,0.0577,0.091,4uDPo1KjluMUZ6F15zp4n9
Strokeland Superband,Let's Do Funk,funk,107.973,0.867,0.716,0.833,-12.571,0.257,0.000249,0.0352,0.0641,15Q2Tp792e30i2AfJmGwYz
Funkadelic,Standing On The Verge Of Getting It On,funk,116.142,0.747,0.777,0.757,-7.374,0.0582,0.0,0.339,0.123,06ObEGGlc8iwNI3vmtRm1s
Commodores,Slippery When Wet,funk,101.436,0.723,0.866,0.944,-7.064,0.0451,2.8e-05,0.0992,0.101,6Pb0WHqmmTL308Z2uQrNP1
Orgone,Don't Stop (feat. Tiffany Austin),funk,111.944,0.778,0.88,0.928,-4.515,0.0803,0.000141,0.0254,0.0324,3nqP8YOhxJPdUzXJWbdKyT
Michael Jackson,Workin' Day And Night,funk,130.111,0.909,0.963,0.849,-4.922,0.0178,0.003,0.0877,0.0735,7BaCmGzaj4tzJkPT2JhkxO
Wild Cherry,Play That Funky Music,funk,109.174,0.822,0.87,0.901,-6.257,0.124,0.0,0.045,0.0592,1bYBLZUHKK0m93qZ4cMWJC
The Meters,Fire on the Bayou,funk,98.466,0.764,0.61,0.975,-12.159,0.0433,0.0303,0.0548,0.0566,0BRETWVsgLUOyuw1GQdhiG
Stevie Wonder,Superstition,funk,100.437,0.648,0.751,0.863,-8.582,0.0182,0.000401,0.0418,0.0806,4dwrL3Z5U2RZ6MZiKE2PgL
Dazz Band,Let It Whip,funk,132.099,0.826,0.9,0.954,-4.383,0.112,0.00136,0.0875,0.0411,3h5IJ0EzVpkiaoL174GC3M
Soulive,Freedom,funk,125.08,0.772,0.871,0.859,-4.095,0.061,6.09e-05,0.0563,0.0536,11SrXDwSAftI8pioXBKtGN
Prince,I Wanna Be Your Lover - Single Version,funk,115.995,0.793,0.442,0.833,-11.293,0.236,0.00163,0.0662,0.0564,1uxzFavoQSzR6NhzeSbHdM
The Bar-Kays,Shake Your Rump To The Funk,funk,113.45,0.726,0.907,0.784,-5.604,0.0157,2.47e-05,0.0339,0.0377,4Gg7js0Xz6yvnTc3QkWkTu
James Brown,The Payback,funk,97.685,0.838,0.793,0.73,-8.924,0.212,2.19e-05,0.21,0.284,2XKmD2Fy4rVWzL7CFDpd2s
The J.B.'s,Watermelon Man,funk,106.694,0.797,0.576,0.85,-11.139,0.205,0.0254,0.0641,0.0688,1PkMWk02bzigX3neSBa5we
Kool & The Gang,Celebration - Single Version,funk,121.112,0.843,0.656,0.931,-11.184,0.0466,0.0187,0.169,0.0595,6CSLNGruNhqpb5zhfs5n3i
Jurassik Funk,Pick Up On Your Line,funk,114.353,0.698,0.687,0.8,-6.185,0.115,1.48e-06,0.0858,0.0673,6SLHenZf92A605uJP5dURV
6ix Toys,Paint The Toon (feat. Connie Lush),funk,119.322,0.782,0.967,0.902,-4.406,0.0255,0.000945,0.0321,0.113,2INsiycUgobLSy4ksO4MzK
Mother's Finest,Baby Love,funk,92.059,0.587,0.783,0.956,-8.608,0.0784,2.23e-05,0.783,0.0722,0hyZgl8tHThlycPEVwBpax
The Isley Brothers,Fight the Power - Pt. 1 & 2,funk,126.433,0.792,0.745,0.755,-7.78,0.0702,0.00664,0.0886,0.164,56zGhoVjHxTQTEn1udEOCb
Commodores,Brick House,funk,107.877,0.831,0.782,0.631,-10.48,0.0731,0.0171,0.032,0.0595,5VJjhHyG8NZ5xdgG6uTb3P
Curtis Mayfield,Superfly,funk,120.11,0.784,0.708,0.748,-9.141,0.457,7.5e-05,0.0913,0.11,4XsH9zBWPOCdXoH9ZDdS8r
Roy Ayers,Funk In The Hole,funk,180.709,0.499,0.98,0.947,-4.818,0.0233,0.348,0.211,0.0569,1UAA5hS4Ltn4QDmFeh5UCH
Mandrill,Livin' It Up,funk,98.742,0.746,0.612,0.639,-10.328,0.106,0.000182,0.292,0.117,62W5VouctXG9jggZdHaEi1
The Meters,Just Kissed My Baby,funk,170.888,0.719,0.615,0.961,-13.674,0.0345,0.0492,0.0573,0.122,1TB0dZqFRQsnf4fLLLRKQV
"Earth, Wind & Fire",Sing a Song,funk,122.325,0.774,0.698,0.969,-7.5,0.157,0.00027,0.0684,0.0481,5W5FVsgGCe3T9nIMkiXqNo
Sly & The Family Stone,Thank You (Falettinme Be Mice Elf Agin) - Single Version,funk,105.822,0.9,0.709,0.897,-12.683,0.296,0.00047,0.0863,0.0636,74iQ3gahRTOGc19bYadBE3
Incognito,I Couldn't Love You More,funk,93.004,0.572,0.688,0.619,-5.871,0.0973,3.48e-05,0.0891,0.0698,3hPjqX0kd294vzmyKvJn6u
Charles Wright & The Watts 103rd Street Rhythm Band,Express Yourself,funk,92.311,0.789,0.683,0.882,-8.835,0.48,0.0,0.35,0.086,4pW3aTX3kAmOaPJfc9UM12
Gizelle Smith,Working Woman,funk,101.556,0.717,0.947,0.875,-4.175,0.283,0.00558,0.0264,0.0785,3pInAc8KCHwv0kEEiamZtu
Rufus & Chaka Khan,Tell Me Something Good,funk,73.131,0.657,0.546,0.757,-9.738,0.616,0.0,0.226,0.269,1OO2Fp9PsnaayiekeXuGJX
The Meters,Cissy Strut,funk,175.921,0.521,0.799,0.709,-11.993,0.106,0.732,0.332,0.097,7b8s4Z0abQQ4x4jpct4GjR
Doctorfunk,Can''t Fight The Funk,funk,101.875,0.766,0.878,0.907,-5.257,0.0549,0.000273,0.0309,0.0673,0SnpZEgj2yOQlWu5k13Guz
War,The Cisco Kid,funk,141.75,0.849,0.858,0.961,-6.649,0.256,0.00673,0.0422,0.12,2k7ysbG2zy03fCZOax5HjJ
Cookin' On 3 Burners,Cook It,funk,110.558,0.727,0.91,0.885,-4.449,0.32,1.16e-05,0.0987,0.0837,3gLBGaGPWKHi9utz69uHCc
Cheryl Lynn,Got to Be Real - Single Version,funk,114.651,0.802,0.599,0.886,-11.259,0.0585,0.00602,0.0804,0.0537,26FOglnpqOEWUyspcbNYq6
Rocco Prestia,Solid Like The Rock,funk,100.005,0.805,0.556,0.896,-11.061,0.0182,0.0152,0.0562,0.0573,75M0s0wMaMxORYUZS3DZ6E
Nils Landgren Funk Unit,House Party,funk,104.193,0.797,0.731,0.893,-6.852,0.265,0.00245,0.067,0.038,2RX8kOnJEVirXwP1FRgXBD
George Duke,Reach Out,funk,112.637,0.819,0.64,0.917,-9.124,0.0397,0.000149,0.304,0.0371,6jMpvxSOhGirrDniVBqEjH
James Brown,Get Up Offa That Thing,funk,118.104,0.883,0.664,0.8,-10.395,0.225,2.3e-06,0.941,0.411,0nyrltZrQGAJMBZc1bYvuQ
Various Artists,Funky Town,funk,122.458,0.906,0.63,0.342,-8.071,0.000547,0.616,0.0994,0.0575,7723JnKU2R15Iv4T7OJrly
Electro Deluxe,Staying Alive,funk,93.107,0.635,0.773,0.659,-5.227,0.129,6.98e-06,0.0562,0.0772,3s5dXFe9vDNVhLg332B0Yy
Lyn Collins,Rock Me Again & Again & Again & Again & Again & Again - Single Version,funk,117.419,0.799,0.586,0.954,-7.563,0.156,0.0,0.0499,0.215,71tafQXxEtS3T5WsFlhoq2
Dyke & The Blazers,Let A Woman Be A Woman - Let A Man Be A Man,funk,112.163,0.83,0.565,0.873,-11.013,0.00784,0.00429,0.0873,0.0507,17Y2K7uNxMkaTDBtf1Tcv3
CHIC,Good Times,funk,110.596,0.87,0.657,0.893,-7.32,0.149,0.0102,0.053,0.0522,0G3fbPbE1vGeABDEZF0jeG
The Brand New Heavies,Dream On Dreamer,funk,95.892,0.685,0.835,0.96,-9.053,0.183,0.118,0.0856,0.041,1EIl3D1fyxXRuzcUw3bxen
Various Artists,Hot Pants... I'm Coming I'm Coming,funk,111.958,0.804,0.739,0.886,-8.559,0.0193,0.000922,0.0891,0.0554,7kQlRwniTCGhVny4V5whXZ
Excellent Gentlemen,Get Down Baby,funk,101.391,0.776,0.457,0.731,-6.187,0.0407,0.00378,0.0208,0.0759,62fnuo5anKzkxu7fL8kp0d
Tower Of Power,What Is Hip?,funk,101.858,0.666,0.733,0.597,-5.884,0.138,0.000349,0.0892,0.0563,66TSoVnJ1P9Tyok03zUlTr
The Bar-Kays,Too Hot To Stop (Part 1),funk,101.197,0.751,0.848,0.587,-4.289,0.0286,0.0167,0.0856,0.129,3oJL3rNbTyRmHaU2Yr4TpP
Lettuce,Do It Like You Do,funk,95.116,0.746,0.525,0.835,-8.7,0.311,0.00867,0.0818,0.186,7cnWNeQIQutKJmL3MZSfr6
Zapp,More Bounce to the Ounce,funk,105.258,0.856,0.762,0.839,-10.445,0.112,0.00549,0.296,0.0814,3Ho35OJixLg20qshXRgfBs
Cameo,It's Serious,funk,122.376,0.87,0.775,0.947,-7.039,0.0539,0.259,0.0572,0.0368,4BO3iUMPSAgFmZ30MV8rBO
Average White Band,Work to Do,funk,101.787,0.641,0.917,0.856,-5.496,0.565,3.81e-05,0.236,0.0888,3z8kox8O9CTOPJOtgK6Xan
Ohio Players,Fire,funk,107.182,0.62,0.807,0.82,-10.769,0.339,0.0343,0.317,0.0536,65QiQd4yytULgtiBL7b6ai
War,Low Rider,funk,139.787,0.811,0.647,0.99,-10.989,0.0823,0.681,0.0572,0.0498,2fmMPJb5EzZCx8BcNJvVk4
Ole Børud,High Time,funk,107.01,0.85,0.78,0.948,-5.427,0.0593,8.16e-05,0.0205,0.0609,3vtndp1juzqgWOe4rQIP9V
The Gap Band,"Outstanding - Original 12"" Mix",funk,98.871,0.797,0.504,0.849,-10.533,0.406,0.015,0.0313,0.0411,1MOl6vGP299N8vd4zaHMTE
Parliament,Give Up The Funk (Tear The Roof Off The Sucker),funk,105.644,0.719,0.579,0.806,-12.418,0.0829,0.0,0.16,0.0493,4FuSwwcHdeSuZcdA4Sice2
Phat Phunktion,Knockin' em Down (Feat. Bruce Briney & Kurt Kupcho),funk,107.981,0.852,0.82,0.601,-5.541,0.0543,0.0194,0.202,0.065,1E2PoZuAm8OVEyIzT2SAvD
Zapp,"So Ruff, so Tuff",funk,111.402,0.883,0.667,0.91,-12.143,0.271,0.000856,0.115,0.0601,3k0Jp5IYHtBeSNKUEOqE0i
Various Artists,Think (About It),funk,112.97,0.76,0.608,0.715,-8.594,0.152,8.62e-05,0.0467,0.275,3F0ciwEhXa4ExmJIkBJmkJ
The Haggis Horns,Hot Damn! (feat. John McCallum),funk,105.888,0.669,0.825,0.867,-8.351,0.0584,6.81e-05,0.0341,0.0432,2TrNXQBxFEv7xqeOaJwPyS
Average White Band,Pick Up the Pieces,funk,107.234,0.768,0.853,0.889,-5.915,0.0548,0.13,0.0188,0.0427,2x1LQq8lsUzAA2wNj8yjC9
Con Funk Shun,Got To Be Enough,funk,123.56,0.933,0.718,0.977,-8.303,0.0363,0.0414,0.0349,0.0472,6emEzY0U6EGCkbQJZvoAvn
Ohio Players,Love Rollercoaster,funk,115.1,0.61,0.889,0.491,-6.566,0.224,2.6e-05,0.0529,0.0905,6OBeM4d4RGzxcMphQVSgED
Nils Landgren Funk Unit,Freak U,funk,107.06,0.683,0.598,0.799,-8.622,0.261,0.0168,0.171,0.0538,3T2CGUAb3plUAE1O4C8St9
Tower Of Power,Diggin' On James Brown,funk,122.88,0.933,0.641,0.886,-6.245,0.015,8.01e-05,0.197,0.0441,0tIUC7pNotlR2fxrpNcEMb
Lonnie Liston Smith,A Chance For Peace,funk,95.047,0.696,0.691,0.963,-13.697,0.329,0.0,0.197,0.0415,3O74zfxMcavmMSfoHk5OZW
Rick James,Give It To Me Baby,funk,119.55,0.706,0.727,0.965,-8.714,0.114,7.7e-05,0.174,0.0456,13v3siPyvy5TTEZYmGPPse
CHIC,I Want Your Love,funk,113.121,0.706,0.723,0.937,-9.235,0.0232,0.0441,0.0994,0.0382,6HZKlK1mDDBsILMoNNncxL
Tom Browne,Funkin' for Jamaica,funk,111.212,0.854,0.776,0.656,-9.85,0.436,0.175,0.0549,0.217,0xbkxTqSaW5blsYgRXpB5I
Rick James,Mary Jane,funk,94.429,0.537,0.82,0.881,-7.011,0.256,1.93e-06,0.432,0.127,5hWLHFSmomXmeTXEE478My
Metallica,Of Wolf And Man,garage,121.775,0.627,0.752,0.472,-7.691,0.000881,0.0299,0.105,0.0346,1p9K2Qfhwvgi3hU9YV8Qd8
The Strokes,Is This It,garage,96.022,0.667,0.692,0.846,-8.361,0.147,3.75e-05,0.349,0.0285,0jBE7Fn78EAvmIs3dCd6GO
Various Artists,Baby Du Jour,garage,132.513,0.516,0.914,0.857,-3.8,0.000554,2.03e-05,0.0954,0.0329,0giISkvJZFROOTmdUXEwfP
Various Artists,365 Rolling Stones (One For Everyday Of The Year),garage,101.812,0.653,0.983,0.74,-0.873,0.499,0.948,0.0791,0.044,5VVwi24jnyTxARgvc7lLlM
Double 99,Ripgroove - 2006 Version,garage,127.995,0.717,0.916,0.26,-9.465,0.00234,0.618,0.061,0.114,78EfHutjQYbOpNWOC77JYW
Metallica,Don't Tread On Me,garage,107.991,0.674,0.833,0.682,-7.625,0.00453,0.00574,0.274,0.0393,2ANizw1jaLMP5UQHYyOvri
Various Artists,Rock And Roll Babe,garage,157.995,0.324,0.959,0.475,-3.816,0.00435,0.0,0.419,0.102,4ptcEKDYHrN9ehgWEoYLYM
George Morel,Let's Groove,garage,125.223,0.728,0.835,0.559,-6.542,0.00191,0.893,0.0933,0.0585,0DJMpeEsZqOhkS7rrNu694
J Nas,Blaze That Sitar,garage,134.925,0.707,0.852,0.593,-9.083,0.0221,0.000367,0.912,0.195,3484e3K74vF36uF5GhAYyP
The Kinks,All Day and All of the Night,garage,136.345,0.563,0.915,0.71,-5.062,0.247,8.46e-05,0.0613,0.08,3okPiJwW5nCLpug12sCL4p
The RockCorps Allstars,"Give A Little Love (feat. Roll Deep, Aggro Santos, Bashy, DaVinChe, Wretch 32 & Cleo Sol)",garage,125.948,0.634,0.915,0.438,-3.37,0.0412,0.0,0.428,0.221,5LmQUzOVtLNgyk64CyWfE2
LMFAO,Sexy And I Know It,garage,130.021,0.707,0.861,0.795,-4.225,0.1,0.0,0.191,0.316,70Vdd1gx5tn84jkAU31ASv
Various Artists,Bad Kids,garage,204.225,0.352,0.796,0.924,-7.109,0.0493,0.0,0.226,0.0374,0v9fLaxFe5VlqLUQP4ISil
Donell Jones,U Know What's Up,garage,103.018,0.822,0.482,0.868,-6.472,0.0615,0.00136,0.0612,0.0542,3seflYvRN3gmh50Iih5yMd
blink-182,All The Small Things,garage,148.119,0.442,0.893,0.712,-4.878,0.00844,0.0,0.529,0.0505,12qZHAeOyTf93YAWvGDTat
The White Stripes,Hello Operator,garage,188.69,0.444,0.832,0.721,-4.118,0.153,0.000444,0.291,0.115,5vOleliNyabx2qbIWMbyXQ
FIDLAR,Whore,garage,176.776,0.24,0.868,0.375,-3.312,0.000241,0.692,0.0199,0.0616,5QW1qQX3eTp2ipy98hf5ob
Ty Segall,Ramona,garage,108.185,0.301,0.881,0.136,-2.049,0.168,0.802,0.302,0.0561,3argt9XMwJX9RJgQ1zfusL
Usher,Yeah! (feat. Lil Jon & Ludacris),garage,105.018,0.894,0.791,0.583,-4.699,0.0183,0.0,0.0388,0.112,5rb9QrpfcKFHM1EUbSIurX
More Fire Crew,Over Now - Original Version,garage,135.081,0.63,0.857,0.744,-4.339,0.069,0.0,0.419,0.378,0TJI35mYbZy1WlCtoUbspr
Phats & Small,Turn Around (Radio Edit),garage,131.848,0.803,0.778,0.932,-7.461,0.0353,0.00556,0.32,0.107,19UH83MGLKXrmmi4CECvC9
Jamiroquai,Here's To You,garage,122.295,0.804,0.674,0.899,-12.884,0.103,0.00321,0.0512,0.109,4DVBeBlL8kPKfa6mtisXUB
Architechs,Body Groove - Mix Mc Version,garage,132.955,0.872,0.707,0.92,-7.911,0.0362,5.59e-06,0.27,0.0513,56UNoQz1kXeBZeqmQbFpYe
Scott Garcia,It's a London Thing 2012 - Original Re Edit,garage,126.906,0.925,0.905,0.932,-6.793,0.000217,0.246,0.048,0.121,1bJbhVv617ihj4WoMxtTJX
Arctic Monkeys,R U Mine?,garage,97.094,0.288,0.758,0.619,-5.692,0.00616,0.0,0.303,0.0371,2LlvrdnLa3XbB1b4jYuCnl
Craig David,Where's Your Love - feat. Tinchy Stryder,garage,139.942,0.721,0.829,0.943,-4.558,0.0782,0.0,0.0724,0.166,1P0OZUMLho3kQDGSbGy9YO
The White Stripes,I'm Finding It Harder To Be A Gentleman,garage,79.563,0.573,0.53,0.371,-4.33,0.577,0.000352,0.19,0.0396,1vbQfjuzShxD4Occn6eR5m
Joey Ramone,Maria Bartiromo,garage,136.026,0.542,0.924,0.707,-3.481,0.00287,0.569,0.131,0.0309,3eFm3rjj09cCYlzP2MhjXG
Metallica,Leper Messiah,garage,138.679,0.384,0.851,0.54,-7.878,6.2e-05,0.841,0.316,0.0761,2GdgR5kZgBgH4eQzvOgc1g
Various Artists,Come With Me,garage,110.133,0.418,0.445,0.287,-6.611,0.24,1.55e-06,0.318,0.0283,6P6Q8putAZACOupS0vy6VJ
Disclosure,Stimulation,garage,129.005,0.823,0.859,0.734,-6.24,0.00084,0.592,0.174,0.148,7ybRqQNDDe5qZNs5sg2V2Z
Thee Oh Sees,Crack In Your Eye,garage,118.665,0.18,0.926,0.46,-5.328,7.14e-06,0.587,0.478,0.0716,6QG3s7owEeFtWFjgFVGDEK
Various Artists,Do You Really Like It?,garage,131.01,0.847,0.881,0.809,-5.072,0.13,0.0,0.105,0.0501,6qIMGNUZBeXJAP6Lsh0Jd7
Zac Brown Band,Chicken Fried,garage,169.864,0.566,0.713,0.807,-4.25,0.645,0.0,0.114,0.0417,4dGJf1SER1T6ooX46vwzRB
Jacuzzi Boys,Glazin',garage,78.47,0.276,0.775,0.579,-4.065,0.0111,0.0,0.181,0.037,4APUU8TO1purHH9iHURdeN
FIDLAR,Gimmie Something,garage,133.986,0.603,0.839,0.54,-3.657,0.000155,0.0151,0.213,0.0323,5YAshV0rVcEnNnKVPaMfVT
Black Lips,Go Out And Get It,garage,171.657,0.365,0.988,0.733,-3.694,0.233,2.33e-05,0.333,0.106,3CTPWfLghClm9zdK6tpz2A
Various Artists,Money For Soul,garage,144.59,0.157,0.97,0.268,-3.87,2.24e-05,0.544,0.371,0.099,6692T8h6YuYp0uooJ22hF0
Various Artists,Bye Bye Baby,garage,138.338,0.17,0.989,0.361,-4.303,0.00233,0.00119,0.0981,0.112,3ETKHdImOuFFzivf2FCM7c
MJ Cole,Attitude,garage,134.308,0.922,0.52,0.899,-10.371,0.007,0.154,0.223,0.383,1TjDtVkFnLdgEPrTKmOthj
Various Artists,Funky Anthem,garage,95.289,0.6,0.808,0.889,-6.432,0.0303,0.0,0.0495,0.337,4ydRtJkAFVZTC6FJ6hXOEG
Various Artists,Free & Freaky,garage,152.227,0.339,0.98,0.42,-4.168,1.91e-05,0.0,0.345,0.13,4n9uAqtSVvGuoaMGlqPlfm
Black Lips,It Feels Alright,garage,153.066,0.33,0.767,0.826,-7.659,0.0048,1.59e-05,0.162,0.12,6UM8AvvVf8B5gBM6v2p1tH
The Fratellis,Chelsea Dagger,garage,154.607,0.512,0.817,0.552,-3.154,0.0505,0.0,0.0775,0.142,3ItzRpwvKtkDSNdRSjXu7Z
Glamma Kid,Taboo (feat. Shola Ama) - MJ Cole Full Vocal Mix,garage,129.977,0.855,0.791,0.875,-10.796,0.0814,0.00296,0.106,0.196,4B5svMhrwXaCPl242LnYXN
Oxide & Neutrino,Remy on da Floor (feat. Megaman),garage,132.951,0.796,0.501,0.894,-12.291,0.0456,0.00664,0.187,0.135,43kzzXsRXWhg1U8WAs5Nk5
Various Artists,Somebody Elses Guy - Stanton Warriors Vocal Remix,garage,129.005,0.789,0.466,0.797,-18.32,0.00451,0.466,0.0438,0.0726,2AafYOdCDtFZmetx0Quc9P
The Stooges,No Fun,garage,122.576,0.589,0.581,0.834,-11.608,0.0162,0.0145,0.128,0.0306,6JCkmtc6yDQW1w8jh3iFqS
Submerse,Never Again,garage,136.025,0.691,0.702,0.272,-7.229,0.0102,0.919,0.635,0.0401,1dsdmblZO8CQN6mFtROzY3
The Killers,Mr. Brightside,garage,148.017,0.356,0.924,0.232,-3.74,0.00101,0.0,0.0953,0.0808,7oK9VyNzrYvRFo7nQEYkWN
The Seeds,You Can't Be Trusted,garage,140.181,0.536,0.571,0.975,-12.109,0.0157,6.14e-05,0.161,0.031,0trCYKQH20dcsxwrdarD2k
Black Lips,Spidey's Curse,garage,124.062,0.666,0.742,0.939,-4.8,0.0979,0.000557,0.354,0.07,60c60XeMPlPGmyflbwtSAI
Foo Fighters,Everlong,garage,157.902,0.415,0.867,0.36,-5.497,5.69e-05,0.000192,0.0883,0.0387,07q6QTQXyPRCf7GbLakRPr
Ciara,Goodies (feat. Petey Pablo),garage,102.017,0.826,0.647,0.872,-6.306,0.0277,1.52e-06,0.298,0.0491,3dFwpxh2yH7C7p9BGEKLVB
King Tuff,Keep On Movin',garage,137.327,0.523,0.816,0.76,-7.96,0.000973,0.0468,0.0775,0.04,42U3kmlHSa2vuOH8TFJSaY
Various Artists,Why Do They Know,garage,141.669,0.331,0.941,0.671,-2.127,0.00171,0.0209,0.102,0.052,4lLnbVroNOvNKtumBjlwD4
Luke Bryan,Country Girl (Shake It For Me),garage,105.97,0.645,0.904,0.671,-4.532,0.0293,0.0,0.0834,0.0462,0yD66650JxhqKbW76C2qCo
Metallica,Blackened,garage,129.034,0.443,0.802,0.483,-8.965,7.2e-05,0.00277,0.103,0.115,0Zx5fEgwEjyljQsuZYPYj8
Burial,Shell Of Light,garage,158.99,0.421,0.508,0.6,-13.006,0.789,0.87,0.16,0.242,5mpk0g5CgzcTBpYHHCsTcq
Tegan and Sara,Walking with a Ghost,garage,118.058,0.788,0.541,0.928,-5.987,0.125,0.000231,0.0679,0.0387,7ImkjvM1OKWhJ5HIPOHcHE
Various Artists,There You Go - Sovereign Remix,garage,131.871,0.807,0.859,0.964,-6.303,0.00153,0.557,0.0313,0.0713,40IREyaasjQ1h3oBg4ZcCT
