Name,Id,Artists,Artists_Id,Release,Duration,Genre,Danceability,Energy,Key,Loudness,Speechiness,Acousticness,Instrumentalness,Liveness,Valeance,Tempo
Turn off the Lights,7dsImih2L25fa6qjNphBI7,"['Chris Lake', 'Alexis Roberts']","['5Igpc9iLZ3YGtKeYfSrrOE', '2GtBFxIWM3H6wRI2uzZvyt']",2/23/18,210547,edm,0.824,0.745,11,-5.49,0.0755,0.0467,3.29E-05,0.198,0.888,125.013
The Ocean (feat. Shy Martin),2CPqh63wRVscbceKcPxwvv,"['Mike Perry', 'SHY Martin']","['6lB8vOoI4DRrrVxXwuV19c', '7eCmccnRwPmRnWPw61x6jM']",4/15/16,183414,edm,0.632,0.575,5,-6.478,0.029,0.0225,1.81E-06,0.104,0.188,90.037
Million Dreams,0yHP5chOwBC6BUWXPIxQcc,"['Ummet Ozcan', 'Harris & Ford']","['7e1BNCygl2Gf7CX8LrByPv', '4FDj6mh458K7m9Txwyj2rt']",6/18/21,188008,edm,0.524,0.709,5,-6.2,0.0352,0.162,0.00013,0.0809,0.209,149.949
Ain't Nobody (Loves Me Better) (feat. Jasmine Thompson),3c8iiZGfEammKJuWTErE5x,"['Felix Jaehn', 'Jasmine Thompson']","['4bL2B6hmLlMWnUEZnorEtG', '2TL8gYTNgD6nXkyuUdDrMg']",2/16/18,186147,edm,0.778,0.566,2,-6.959,0.0311,0.672,0.000197,0.0698,0.479,117.971
On My Mind,54hA0ldJYyT1huGfSeOjdQ,"['Diplo', 'SIDEPIECE']","['5fMUXHkw8R8eOP2RNVYEZX', '5czbzNZZfWpyFgZyfT3Mkk']",3/12/21,189268,edm,0.771,0.729,7,-6.577,0.0408,0.00161,0.672,0.217,0.63,123.027
Bonfire,0QIYINh2AwmOmdu8CRYvlw,['Knife Party'],['2DuJi13MWHjRHrqRUwk8vH'],1/1/12,272078,edm,0.536,0.944,1,-3.029,0.0867,0.000117,0.00345,0.353,0.589,174.031
Know You Better,5VrSVEkPSHpWOn3stPrGWE,"['Stadiumx', 'Metrush']","['0DRf6JJDQnRnz0Yp209CmH', '1vj2R6AWl8rj1na7VCkQK4']",7/18/19,216393,edm,0.588,0.83,2,-5.206,0.0423,0.0685,0,0.116,0.225,122.002
FEELING GUD,0suLmBuEbatdochI4tHduq,"['NGHTMRE', 'SLANDER', 'Matthew Santos']","['76M2Ekj8bG8W7X2nbx2CpF', '20DZAfCuP1TKZl5KcY7z3Q', '5t2P9w0qT2I9y0DrNhykSj']",2/7/20,190682,edm,0.484,0.94,5,-3.682,0.257,0.0145,0.000323,0.266,0.334,173.741
Now Or Never,69s2iTRKWlzBF7wHp0pT60,['Matt Nash'],['0hxW1uZPEjt4wuu9wNDF2y'],9/3/21,129788,edm,0.728,0.869,5,-5.452,0.0568,0.00266,0.000276,0.131,0.323,124.015
Bump N' Roll,5UqxaK4S2p9a7g7ZoHI73k,"['Dannic', 'Teamworx']","['1PFc84GHTYPL0G12JHh9Mc', '5AVL4JohmPpJASDshyUzQj']",9/23/19,151875,edm,0.643,0.942,11,-2.668,0.0398,0.000207,0.792,0.35,0.0954,128.022
We Are The People (feat. Bono & The Edge) - Official UEFA EURO 2020 Song,2iL0W5qi0ivZ9WRXbZ74cS,"['Martin Garrix', 'Bono', 'The Edge']","['60d24wfXkVzDSfLS6hyCjZ', '0m2Wc2gfNUWaAuBK7URPIJ', '1X8wFHJFucBUmBc7spQ4jP']",5/13/21,217000,edm,0.66,0.733,0,-4.619,0.0359,0.248,8.96E-06,0.17,0.304,119.933
Chasing Stars (feat. James Bay),6y6xhAgZjvxy5kR5rigpY3,"['Alesso', 'Marshmello', 'James Bay']","['4AVFqumd2ogHFlRbKIjp1t', '64KEffDW9EtZ1y2vBYgq8T', '4EzkuveR9pLvDVFNx6foYD']",8/20/21,170457,pop dance,0.594,0.64,10,-6.865,0.033,0.0169,0,0.135,0.492,92.871
Water (feat. ZOHARA),6KddlPfPQ0L8MyffEpo63p,"['KREAM', 'ZOHARA']","['0DdDnziut7wOo6cAYWVZC5', '2JfoFQs5wPHgLz8wnJ4wL2']",10/23/20,192838,pop dance,0.567,0.738,0,-6.03,0.154,0.0129,7.27E-05,0.207,0.432,121.936
Breathe (feat. kaspara),7pDdE5FLqcNCvjxzRzm80r,"['Syn Cole', 'Kaspara']","['6i1GVNJCyyssRwXmnaeEFH', '4DTvSNQv43222tg1K7C8k2']",1/22/21,175082,pop dance,0.753,0.749,6,-5.214,0.0314,0.0546,4.39E-06,0.166,0.589,121.988
Hero,29p6UW08MXzwj9thWBW3uF,"['Afrojack', 'David Guetta']","['4D75GcNG95ebPtNvoNVXhz', '1Cs0zKBU1kc0i8ypK3B9ai']",4/30/21,171840,pop dance,0.713,0.772,2,-5.032,0.0313,0.157,0,0.153,0.523,125.001
Okay,71H8k9qe7DersxR6KyhUnI,"['Nicky Romero', 'MARF', 'Wulf']","['5ChF3i92IPZHduM7jN3dpg', '6y1eDna5tYFgcvKyGhLCy7', '134sCDSe1w2zPnfCG4hT0f']",7/23/21,151312,pop dance,0.513,0.836,2,-3.781,0.0579,0.0463,0,0.128,0.304,124.964
Not So Bad (feat. Emie),1XFHbzTikXks9CsMq4v8Q3,"['Yves V', 'Ilkay Sencan', 'Emie']","['47BEc2RoW53owMyxacXWdV', '5deLgmgAEgy8UHOfJ9Dj8w', '7vMDKdgSZ2Scn4uzFdTDyZ']",1/3/20,153697,pop dance,0.74,0.674,11,-4.374,0.0476,0.00903,0.238,0.154,0.231,126.017
Solo Dance,10AsRVRdU07cMAFHeGYO3c,['Martin Jensen'],['4ehtJnVumNf6xzSCDk8aLB'],11/4/16,174933,pop dance,0.746,0.846,9,-2.432,0.048,0.0485,0,0.195,0.403,114.955
No Diggity,32PKQDEaouIIOlNZ5umoR6,"['Lucas & Steve', 'Blackstreet']","['5wwneIFdawNgQ7GvKK29Z3', '2P3cjUru4H3fhSXXNxE9kA']",3/26/21,168728,pop dance,0.74,0.709,6,-5.573,0.0674,0.0536,0,0.11,0.69,121.998
Treasured Soul - Radio Edit,2gpytjWqJVE3LICibhEUaK,['Michael Calfan'],['4CuipEvwcoQggmCV8jpKF9'],2/18/15,177600,pop dance,0.623,0.833,4,-2.951,0.0557,0.0191,0.0174,0.331,0.411,124.973
West Coast (feat. Quinn XCII),4fCE1SCDulouoac9Q8XroU,"['DVBBS', 'Quinn XCII']","['5X4LWwbUFNzPkEas04uU82', '3ApUX1o6oSz321MMECyIYd']",10/16/20,150819,pop dance,0.714,0.798,5,-4.239,0.0612,0.00248,0.000678,0.103,0.659,119.017
Heartbreak Anthem (with David Guetta & Little Mix),5K6Ssv4Z3zRvxt0P6EKUAP,"['Galantis', 'David Guetta', 'Little Mix']","['4sTQVOfp9vEMCemLw50sbu', '1Cs0zKBU1kc0i8ypK3B9ai', '3e7awlrlDSwF3iM0WBjGMp']",5/20/21,183726,pop dance,0.595,0.784,1,-4.878,0.102,0.216,0,0.0608,0.479,124.111
Without You,1HPJpgceRg6KPO11nMhWlt,"['Mike Williams', 'Felix Jaehn', 'Jordan Shaw']","['3IpvVrP3VLhruTmnququq7', '4bL2B6hmLlMWnUEZnorEtG', '6Z8vLeI1ZMj2kzTNWVOBXr']",5/12/21,151000,pop dance,0.701,0.866,11,-4.589,0.0838,0.0243,0,0.17,0.327,124.008
Body,21RzyxY3EFaxVy6K4RqaU9,"['Loud Luxury', 'Brando']","['6t1gpxYbY8OlLA7D2RiikQ', '5uEeqYFuIChoWKy34jp8xE']",10/27/17,163216,pop dance,0.752,0.764,1,-4.399,0.038,0.0476,9.44E-05,0.0543,0.582,121.958
Bad,1T4U8Q2DRfs6OUg8DEsRZf,"['Don Diablo', 'Zak Abel']","['1l2ekx5skC4gJH8djERwh1', '6Gk5hoM7eW8NSCYhICMDHw']",3/20/20,169911,pop dance,0.791,0.738,0,-5.197,0.0732,0.406,0.00826,0.159,0.666,123.927
Back To Life,3rnBqIIoxOpQ0p9BeW3NT4,"['DubVision', 'Afrojack']","['3XINWZaloea97SIRiyTJxX', '4D75GcNG95ebPtNvoNVXhz']",8/16/19,201260,pop dance,0.554,0.864,2,-4.403,0.0889,0.00166,0,0.119,0.305,126.975
In My Head (On My Mind),6PxXA3bO8ktyaLHUHx1QQ4,['MOTi'],['1vo8zHmO1KzkuU9Xxh6J7W'],4/2/21,153443,pop dance,0.733,0.682,6,-6.201,0.0907,0.101,2.14E-06,0.167,0.479,122.097
I Want You,40jZdbxLsxIwnTBAUeduF3,['Sick Individuals'],['0XqFDQJjqW5PfhfBCb53LR'],7/2/21,186576,pop dance,0.673,0.953,7,-2.333,0.0461,0.0572,3.84E-06,0.296,0.62,127.921
Happy Hour,6OFxiLfnMwOodCdV7x2yXC,"['Felix Cartal', 'Kiiara']","['6roDXEmZ6AARdOUv6x5U2v', '4u5smJBskI6Adzv08PuiUP']",6/25/21,168000,pop dance,0.625,0.855,5,-3.184,0.0401,0.00324,0,0.742,0.303,120.004
No Promises (feat. Demi Lovato),1louJpMmzEicAn7lzDalPW,"['Cheat Codes', 'Demi Lovato']","['7DMveApC7UnC2NPfPvlHSU', '6S2OmqARrzebs0tKUEyXyp']",3/31/17,223504,pop dance,0.741,0.667,10,-5.445,0.134,0.0575,0,0.106,0.595,112.956
Unfamiliar,6tTPc9BEDYExwIEg8QGxvL,"['Seeb', 'Goodboys', 'HRVY']","['5iNrZmtVMtYev5M9yoWpEq', '2nm38smINjms1LtczR0Cei', '28y6CyJNkGNjJQKrlx4AmN']",7/24/20,174811,pop dance,0.59,0.677,0,-5.395,0.0577,0.00882,0.000147,0.157,0.304,184.573
Gecko (Overdrive) - Radio Edit,483XiZ5o13Cc1zoWV7jGml,"['Oliver Heldens', 'Becky Hill']","['5nki7yRhxgM509M5ADlN1p', '4EPJlUEBy49EX1wuFOvtjK']",6/3/14,165441,pop dance,0.609,0.885,0,-5.469,0.0642,0.00521,1.15E-05,0.336,0.76,124.959
Gotta Be You,2Q8fFORnsDE6I3RNvSLXSf,"['NERVO', 'Carla Monroe']","['4j5KBTO4tk7up54ZirNGvK', '4S9LNSZusH3XflT3g32bqB']",1/8/21,149032,pop dance,0.642,0.869,6,-5.271,0.0452,0.252,0.0288,0.0708,0.376,123.91
i miss u (with Au/Ra),7CH8J4ulT49UfZwSDSkSZA,"['Jax Jones', 'Au/Ra']","['4Q6nIcaBED8qUel8bBx6Cr', '1eMmoIprPDWeFdB1FxU6ZV']",10/9/20,172143,pop dance,0.668,0.726,9,-7.512,0.0468,0.0387,0,0.134,0.453,124.075
All Around The World (La La La),2xyIwHKujL7tSgkK2Waj2s,"['R3HAB', 'A Touch Of Class']","['6cEuCEZu7PAE9ZSzLLc2oQ', '5wTdspmxzb8V4ZjvDodpBo']",4/5/19,147840,pop dance,0.733,0.859,9,-5.03,0.033,0.479,0.0645,0.105,0.52,124.948
Getaway - Koven Remix,10EpXLXKHmNSVKvX7A5hg8,"['Tritonal', 'Angel Taylor', 'Koven']","['521qvhdobR0GzhvU6TFw76', '6D5xkX8ecb4bGccXqtDI63', '3UCbp6D1lvILlxRJT9LnFa']",7/8/16,203721,pop dance,0.488,0.914,6,-2.875,0.223,0.00415,0,0.158,0.222,172.187
Kids (feat. MKLA),3rgTS3933lMWoPiN6CW4qY,"['KSHMR', 'Stefy De Cicco', 'MKLA']","['2wX6xSig4Rig5kZU6ePlWe', '5v3JgLiZtNnw6ablRjjNKK', '57Vnemieu10x71jR2UWc4o']",8/14/20,184687,pop dance,0.744,0.866,9,-4.834,0.106,0.0107,0.0537,0.528,0.302,128.027
Old Thing Back (feat. Ja Rule and Ralph Tresvant),6HTJZ0TQJVMSKkUGzAOe2h,"['Matoma', 'The Notorious B.I.G.', 'Ja Rule', 'Ralph Tresvant']","['4YXycRbyyAE0wozTk7QMEq', '5me0Irg2ANcsgc93uaYrpb', '1J2VVASYAamtQ3Bt8wGgA6', '6MLDcHrNh4OqxDZAjMt5pt']",2/17/15,321649,pop dance,0.805,0.858,0,-3.067,0.105,0.194,7.89E-06,0.256,0.523,97.033
Nevada,02shCNmb6IvgB5jLqKjtkK,"['Vicetone', 'Cozi Zuehlsdorff']","['0daugAjUgbJSqdlyYNwIbT', '5wMfct6VVvaVQ8xGCXxIUa']",6/24/16,208562,pop dance,0.605,0.783,3,-4.271,0.0324,0.299,0.000175,0.133,0.105,124.015
Rise Up (feat. Vamero),46lyJh9GYmWsHez3EsvmAx,"['VINAI', 'VAMERO']","['4mrBetqy378Jf1y6NLszlx', '74GrV01oFcjJdLHCF9MWhr']",5/1/20,182000,pop dance,0.648,0.927,1,-3.633,0.049,0.011,0,0.162,0.361,126.037
The Ocean (feat. Shy Martin),2CPqh63wRVscbceKcPxwvv,"['Mike Perry', 'SHY Martin']","['6lB8vOoI4DRrrVxXwuV19c', '7eCmccnRwPmRnWPw61x6jM']",4/15/16,183414,pop dance,0.632,0.575,5,-6.478,0.029,0.0225,1.81E-06,0.104,0.188,90.037
You for Me,73QyyUMMvtNELmULI4FOsp,"['Sigala', 'Rita Ora']","['1IueXOQyABrMOprrzwQJWN', '5CCwRZC6euC8Odo6y9X8jr']",7/2/21,175435,pop dance,0.733,0.886,2,-1.856,0.0426,0.0481,1.81E-06,0.191,0.696,126.031
Leave,5Qnk8vP5g9l5SDQKU3qyYQ,"['Borgeous', 'Jordyn Jones']","['4uiMn2g0pgTrhN096QJhbp', '4goZmMm5PJIE6kRz70xKdd']",1/25/19,193640,pop dance,0.762,0.665,11,-6.92,0.0471,0.169,0,0.103,0.961,115.946
Better With You,3D37T7euWvVJ45evRmriIh,"['3LAU', 'Justin Caruso', 'Iselin']","['4YLQaW1UU3mrVetC8gNkg5', '1NyxTiCivDmzgFWYD1V01m', '3rjHIPFed2qITXAWvArRtp']",3/1/19,192941,pop dance,0.571,0.752,3,-4.872,0.0293,0.0196,6.92E-05,0.114,0.25,102.043
More Than You Know,6h5PAsRni4IRlxWr6uDPTP,['Axwell /\\ Ingrosso'],['2XnBwblw31dfGnspMIwgWz'],7/28/17,203000,pop dance,0.646,0.741,5,-4.973,0.034,0.0275,0,0.312,0.571,123.077
Post Malone (feat. RANI),36orMWv2PgvnzXsd5CJ0yL,"['Sam Feldt', 'RANI']","['20gsENnposVs2I4rQ5kvrf', '3SYnDj7btg9gFY7ps8m5d5']",8/16/19,174444,pop dance,0.59,0.642,7,-3.87,0.122,0.0771,0,0.105,0.651,107.356
Wish It Was You,3Dr0xDJwXy6JkiHNJfv5zd,"['Audien', 'Cate Downey']","['4xnMDfgEmXZEEDdITKcGuE', '3SHmKHBjw1ks5yXtblJWPn']",8/27/21,192000,pop dance,0.644,0.616,1,-3.928,0.0391,0.0927,0,0.105,0.467,124.957
Hero (feat. Christina Perri),5g1BARk25uUJtEPSUwcjnU,"['Cash Cash', 'Christina Perri']","['1LOB7jTeEV14pHai6EXSzF', '7H55rcKCfwqkyDFH9wpKM6']",6/24/16,197840,pop dance,0.47,0.85,1,-2.825,0.0363,0.0627,0,0.118,0.148,149.876
Ain't Nobody (Loves Me Better) (feat. Jasmine Thompson),3c8iiZGfEammKJuWTErE5x,"['Felix Jaehn', 'Jasmine Thompson']","['4bL2B6hmLlMWnUEZnorEtG', '2TL8gYTNgD6nXkyuUdDrMg']",2/16/18,186147,pop dance,0.778,0.566,2,-6.959,0.0311,0.672,0.000197,0.0698,0.479,117.971
New Vibe Who Dis (feat. Little League),3TjE3A8tLih7KBwKJ03Htl,"['Madison Mars', 'Little League']","['4gJCFxvqKc43Ifk0UIBB42', '1Su706KJL5OFFqpbaTmw25']",8/23/19,191500,pop dance,0.699,0.933,10,-3.504,0.175,0.16,5.62E-06,0.196,0.646,123.91
I Found You (Neptune),4Ik06IuDcAgXZ0xbydo9I8,"['EDX', 'Jess Ball']","['7GMot9WvBYqhhJz92vhBp6', '5HjbKQXMhybveoJOsOXS07']",5/15/20,158735,pop dance,0.822,0.916,1,-4.692,0.0558,0.0205,0.0112,0.0746,0.894,124.03
Take Your Time,3AygCrAj6TZZ6mGkcvD9To,['ARTY'],['1rSGNXhhYuWoq9BEz5DZGO'],1/29/21,186142,pop dance,0.583,0.94,7,-3.05,0.0551,0.0476,0.000206,0.0524,0.378,127.009
Million Voices - Radio Edit,0MOiv7WTXCqvm89lVCf9C8,['Otto Knows'],['5fahUm8t5c0GIdeTq0ZaG8'],1/1/12,192867,pop dance,0.582,0.894,8,-6.298,0.041,0.0022,0.0223,0.0664,0.0694,125.946
Tragic (feat. Amber Van Day),29W5NNWGKY7ednK04SkZsK,"['The Him', 'Amber Van Day']","['5WdqBAQhGFCrZvBKXiPIu7', '6NFRBhq9SmNn1FAiRs9AEf']",4/24/20,166694,pop dance,0.741,0.715,0,-5.428,0.0633,0.0321,0,0.0779,0.332,123.879
Dancing On Dangerous,04cOHtetcgJHtb8e1bdF6Y,"['Imanbek', 'Sean Paul', 'Sofía Reyes']","['5rGrDvrLOV2VV8SCFVGWlj', '3Isy6kedDrgPYoTS1dazA9', '0haZhu4fFKt0Ag94kZDiz2']",4/9/21,123429,pop dance,0.658,0.864,1,-2.698,0.0496,0.206,2.86E-06,0.119,0.702,105.053
Whistle (feat. Bertie Scott),6hEJvWfNOvTUhLuV1Or1of,"['Laidback Luke', 'Tribbs', 'Bertie Scott']","['53cQZtWDwDJwVCNZlfJ6Qk', '6iqDK7aHVlwGGgPmcdSK5L', '2m0xNVRx1tAHY3pfNXt7Ro']",4/9/21,140156,pop dance,0.832,0.922,0,-3.866,0.0712,0.0361,0.0274,0.109,0.716,127.999
Intoxicated - Radio Edit,2RhKxrhti1jd1Krzh968Cb,"['Martin Solveig', 'Good Times Ahead']","['1bj5GrcLom5gZFF5t949Xl', '6M7RdR9ZP52h2mfNLmiHtU']",2/23/15,158280,pop dance,0.796,0.607,0,-6.114,0.0409,0.00565,0.00231,0.0716,0.566,125.053
Heart On My Sleeve,32hvlKjjOhc15tnVmNk4wE,"['GATTÜSO', 'Laidback Luke', 'Sarah Reeves']","['3PlRvQnVE3XAbtHUNc4nic', '53cQZtWDwDJwVCNZlfJ6Qk', '2vGA5qCDLZGW6exRQgKfLL']",6/26/20,209062,pop dance,0.559,0.856,0,-4.122,0.0621,0.00815,0,0.113,0.276,127.997
Bella Ciao,1geovaCdfs5fSa4NNgFPVe,"['Hardwell', 'Maddix']","['6BrvowZBreEkXzJQMpL174', '0RMeG9M8QFzss9bAbq99KA']",8/17/18,203769,pop dance,0.616,0.892,4,-4.688,0.0462,0.00214,0.000186,0.227,0.235,129.991
The Longest Road - deadmau5 Remix Edit,77w8cBOdasP7aNcPD9Dec8,"['Morgan Page', 'Lissie', 'deadmau5']","['1N9n8MSxrr4Emhb566493b', '3j4FHbC5zwmYGJ7r0ZgaMt', '2CIMQHirSU0MQqyYHq0eOx']",12/21/18,239213,pop dance,0.699,0.737,1,-6.724,0.0368,0.00385,0.000471,0.0392,0.543,124.981
I Don't Know Why,0ZXdzaT1k688dkpNeEgQiV,"['NOTD', 'Astrid S']","['5jAMCwdNHWr7JThxtMuEyy', '3AVfmawzu83sp94QW7CEGm']",5/8/20,207668,pop dance,0.499,0.898,8,-4.181,0.124,0.124,7.20E-06,0.0832,0.618,120.04
Get Low,3oZoXyU0SkDldgS7AcN4y4,"['Dillon Francis', 'DJ Snake']","['5R3Hr2cnCCjt220Jmt2xLf', '540vIaP2JwjQb9dm3aArA4']",10/22/14,212773,pop dance,0.674,0.932,11,-4.424,0.0859,0.0282,0.71,0.684,0.728,101.033
Perfect Strangers,3P3pw6C19j31Rnzgo3JG7o,"['Jonas Blue', 'JP Cooper']","['1HBjj22wzbscIZ9sEb5dyf', '4kYGAK2zu9EAomwj3hXkXy']",11/9/18,196613,pop dance,0.73,0.861,1,-4.1,0.0451,0.39,0,0.213,0.704,117.965
Quechua,0vQdNTM18KusMJJrXWXDAy,"['Quintino', 'Thomas Gold']","['1V3VTM7VspiQjcmRhC010n', '1XLjkBxFokuDTlHt0mQkRe']",5/21/21,179091,pop dance,0.592,0.983,5,-3.429,0.084,0.000611,0.00764,0.175,0.375,131.967
When We Were Young,4mEILaBM7bKZqKAun5tABu,"['Lost Kings', 'Norma Jean Martine']","['3hyEbRtp617pNCuuQjyOmc', '2fsk4VlJdNF6G8cCMDrrzB']",5/11/18,193911,pop dance,0.547,0.789,8,-5.619,0.042,0.00871,0,0.1,0.345,129.916
Bad Habit,18kYsXi1YDzYfbDhUCLGJ3,['Firebeatz'],['53YSn9tHwGJ6bq5P0gGoYo'],3/6/20,186240,pop dance,0.581,0.888,2,-6.369,0.0382,0.00156,0.000112,0.0988,0.291,124.96
Feels Like Summer,3WkDoMgqtbQ34vToj64QcT,['Sander van Doorn'],['22bukBZvUppuwQwmDz75Gz'],9/25/20,178222,pop dance,0.564,0.89,0,-6.06,0.245,0.00395,0.000556,0.134,0.077,135.114
First Time,25Mf35cnnFalpVNFp0g3hW,"['M-22', 'Medina']","['4WFtYn5RyU8VGPpPyW9Pxw', '7c7ZeiPKWHf2E1rsf1P4VF']",12/8/17,188919,pop dance,0.705,0.838,8,-3.69,0.0389,0.00449,0.00037,0.0926,0.219,124.03
Waste It On Me,66XDf77gBcfQKi4I2vIbTj,"['Steve Aoki', 'BTS']","['77AiFEVeAVj2ORpC85QVJs', '3Nrfpe0tUJi4K4DXYWgMUX']",11/9/18,192537,pop dance,0.669,0.684,7,-4.595,0.0585,0.252,0,0.72,0.466,96.097
White Flag,649uvcXpUZG504aZF19ilf,"['Lucas Estrada', 'Charming Horses', 'Sarah de Warren']","['2tndYCXQneCV4jtoWRwVpz', '5rr0CMtvn1p9Be8ICfkTc3', '2V431yZGG08uroH2CZAgur']",4/9/21,198974,pop dance,0.744,0.784,6,-5.761,0.0306,0.0468,0.218,0.104,0.463,116.996
Remember (and David Guetta),6feiJqgHqeSvkGUzf11AYs,"['Becky Hill', 'David Guetta']","['4EPJlUEBy49EX1wuFOvtjK', '1Cs0zKBU1kc0i8ypK3B9ai']",8/27/21,161387,pop dance,0.626,0.864,8,-3.12,0.0378,0.0682,0,0.087,0.555,123.833
Tie Me Down (with Elley Duhé),2zh01m4PiHaZz4BAm0NRxs,"['Gryffin', 'Elley Duhé']","['2ZRQcIgzPCVaT9XKhXZIzh', '67MNhiAICFY6Pwc2YxCO0K']",10/24/19,218240,pop dance,0.608,0.845,6,-2.292,0.0597,0.136,0,0.111,0.322,98.976
Electric Elephants,4O2gRMLAIQYHXe25wjeTFj,['Jay Hardway'],['12SPNXi0aDpFt0rMVbmLrr'],11/13/15,173087,pop dance,0.588,0.927,6,-1.78,0.064,0.00293,0.403,0.211,0.254,127.946
I Should Have Walked Away,1QAo8RyNwS1O6d93dGQ6xi,"['KAAZE', 'Nino Lucarelli']","['6WGE3kO8ULME2ErBcOksSR', '2Z6k8JBzhJPPRIAyKaUEJZ']",10/4/19,202154,pop dance,0.434,0.668,11,-4.808,0.0359,0.0311,0,0.497,0.281,129.803
Wildest Dream,3SWT9eHwRgEnVTzqE6yDiA,"['Thomas Gold', 'Kosling', 'Matthew Steeper']","['1XLjkBxFokuDTlHt0mQkRe', '1dsilrkrvxXE6I02SWfDYD', '5BCqO5LyLTOvo7etwfgQ7b']",3/15/19,187511,pop dance,0.545,0.839,1,-4.24,0.0468,0.0223,0,0.0714,0.276,127.987
Where Are You Now,3uUuGVFu1V7jTQL60S1r8z,"['Lost Frequencies', 'Calum Scott']","['7f5Zgnp2spUuuzKplmRkt7', '6ydoSd3N2mwgwBHtF6K7eX']",7/30/21,148197,pop dance,0.671,0.636,6,-8.117,0.103,0.515,0.000411,0.172,0.262,120.966
Drop That Low (When I Dip),0WSjVLITbxV6kVXndziQDm,['Tujamo'],['2vVNxGBvKRQMWwI5c8KmYh'],4/1/16,160000,pop dance,0.586,0.896,5,-4.132,0.372,0.00945,0.836,0.121,0.103,125.744
This Time (Never Be Alone Again),4NfNmtFPQwR7IYoKeBErOp,['Dada Life'],['00sAT5YX8W3xNd1EuqyHw9'],5/15/20,166774,pop dance,0.627,0.871,7,-6.307,0.0618,0.0454,0.00501,0.462,0.222,128.05
Love You Better,0Gbp9aWNohZ4Kwdi75ntzT,"['John De Sohn', 'Rasmus Hagen']","['3TVjdmhfFoYJLgBEkkZTBm', '2xE7TMnsr4hxdQW5F3urtq']",11/29/19,170893,pop dance,0.733,0.785,11,-7.496,0.0416,0.0934,0.00135,0.101,0.796,102.987
She Wants Me Dead,5fbSIKNisMBlP1tXxjziJb,"['CAZZETTE', 'AronChupa', 'The High']","['1IELhvOMg5VQlU7syRm6CS', '5vCOdeiQt9LyzdI87kt5Sh', '5mKNjpx3SmjNqtxQTmuo9Z']",5/13/16,203510,pop dance,0.703,0.837,9,-4.933,0.234,0.0186,0.000161,0.0576,0.68,106.051
Get Up (Rattle) [feat. Far East Movement] - Vocal Edit,3wLPRjw2XQpmowqXUXb3UF,"['Bingo Players', 'Far East Movement']","['1pbHrVayIcVpHI9z97u4bK', '698hF4vcwHwPy8ltmXermq']",12/8/12,166933,pop dance,0.801,0.985,7,-2.69,0.0647,0.0205,6.86E-06,0.297,0.72,127.99
Let Me Think About It (Celebration Mix),2HnbQUKe1joI2tSFuUhqZs,"['Fedde Le Grand', 'Ida Corr']","['7dc6hUwyuIhrZdh80eaCEE', '30ut8L4gmEz4vNr1zNhpbh']",12/8/17,152581,pop dance,0.741,0.914,5,-2.622,0.0391,0.00129,0.00174,0.166,0.712,128.948
Five More Hours - Deorro x Chris Brown,3MOECVkNshqHYTPt5DZcdN,"['Deorro', 'Chris Brown']","['6VD4UEUPvtsemqD3mmTqCR', '7bXgB6jMjp9ATFy66eO08Z']",3/31/17,211975,pop dance,0.699,0.883,5,-3.226,0.219,0.0288,0,0.817,0.499,127.961
Reload - Radio Edit,5jyUBKpmaH670zrXrE0wmO,"['Sebastian Ingrosso', 'Tommy Trash', 'John Martin']","['6hyMWrxGBsOx6sWcVj1DqP', '1tBU8jUEdVR3mqSsAqEGfD', '2auikkNYqigWStoHWK1Grq']",1/1/13,221273,pop dance,0.485,0.724,9,-4.633,0.0521,0.0736,0,0.0631,0.433,128.045
Ride With Me (feat. Kid Ink),03SEp9sXkAOAgxJtSLuVEi,"['Tungevaag', 'Kid Ink']","['49CE2ffZ6Z3zeYSDauSKck', '6KZDXtSj0SzGOV705nNeh3']",6/4/21,169500,pop dance,0.623,0.889,7,-2.169,0.0367,0.0939,0,0.358,0.466,149.931
Morenita,0pIiCv0GdhtsOjCJ5Y7zHj,"['HUGEL', 'Cumbiafrica']","['5PlfkPxwCpRRWQJBxCa0By', '72zmP13MQQhZHt4Kl0FOTs']",6/25/21,176492,pop dance,0.639,0.769,1,-5.077,0.0383,0.000701,0.742,0.0553,0.177,123.983
Say My Name,3GYlQmwfBDo7imFyGPhrl7,"['Dimitri Vegas & Like Mike', 'Regard', 'Dimitri Vegas']","['73jBynjsVtofjRpdpRAJGk', '4ofCBoyEiGSePFAG500xev', '2HkAI0YrEcgoR8QdaURqhO']",7/24/20,159536,pop dance,0.729,0.788,10,-4.832,0.0908,0.0703,0,0.115,0.857,118.039
Without You,3iQNkoYyr2SffgYiTpE3v5,"['Brooks', 'Julian Jordan']","['4mHAu7NX2UNsnGXjviBD9e', '2vUCVkeZjzDcaoX4gagHdV']",5/1/20,190729,pop dance,0.7,0.958,1,-2.729,0.054,0.00264,0.00704,0.18,0.163,127.893
Run Away,512MWs3jFUvUTdj2X4eM07,"['Bassjackers', 'Jaxx & Vega', 'Futuristic Polar Bears']","['6xQvQwZQQuq9R3TdPNbcR8', '7bdZVVcdyFjxVRj6vCVk9w', '47v4vGA1qCl7hyevSkpRM7']",9/25/20,156000,pop dance,0.678,0.908,8,-5.07,0.0606,0.00452,0.0152,0.107,0.32,129.971
