artist_name,track_name,genre,tempo,danceability,energy,valence,id
Bring Me The Horizon,The Sadness Will Never End - Skrillex Remix,dub,133.98,0.78,0.928,0.609,04l4Ueq5FzSbTvxBqJ1ehu
Rusko,Skanker,dub,140.001,0.825,0.82,0.859,2tGYmkTChNsp1AqZbhPvXm
Skrillex,Try It Out,dub,139.48,0.423,0.943,0.165,6phWVUn5CCTCRBepIKnf6D
Major Lazer,"Watch Out For This (Bumaye) [feat. Busy Signal, The Flexican & FS Green]",dub,108.056,0.828,0.755,0.862,0TZLD473Rb1gKbv3xsDx5A
KDrew,Bullseye,dub,105.015,0.66,0.729,0.439,3mYP2JXlrv2iLyU8GIAszA
Feed Me,Little Cat Steps - Original Mix,dub,128.01,0.662,0.797,0.0449,60fcVaTITPnqAuwZknDATc
Chase & Status,End Credits,dub,116.73,0.327,0.813,0.0678,5AMxVSn63Yi3UCO2njlvvW
Various Artists,U Can't Touch This (Dubstep Remix),dub,133.138,0.628,0.899,0.468,5lvDbSMUsgvGKyXTw2ARlL
Zeds Dead,Ruckus The Jam,dub,132.02,0.809,0.706,0.43,0VBzbYeByDvLdi1pB4aftw
Borgore,The Bitter Orchestra Girl,dub,144.788,0.461,0.689,0.342,6fup15FARytUamixf61ZgT
Mt. Eden,Oh That I Had,dub,101.497,0.392,0.722,0.0637,40f9IDTMDpFf3CnTcPhY5F
The Glitch Mob,Fortune Days,dub,104.964,0.598,0.67,0.189,5VWVVSABdgccboSdrKGiZH
Seven Lions,Days to Come,dub,139.995,0.467,0.723,0.207,0v945WRZhamHsBBqbpW4LH
Zedd,Spectrum - Radio Mix,dub,129.923,0.618,0.789,0.381,0r9Dtmw0gstt9eC2dAjf2Z
The Prodigy,Take Me To The Hospital - Rusko Remix,dub,140.056,0.718,0.752,0.279,1yt5V0Nv3lIDtaseaRNM28
Various Artists,Bring It Down,dub,140.053,0.43,0.671,0.0696,0LXrsPby25KE8HgpEpz537
Calvin Harris,Feel So Close - Radio Edit,dub,127.937,0.707,0.924,0.919,1gihuPhrLraKYrJMAEONyc
Aquasky,Take Me There - Cutline Mix,dub,139.896,0.524,0.96,0.312,3uNBrilrlDlvlUxRdK0M41
Terravita,Lords And Ladies,dub,173.994,0.52,0.872,0.477,6JcgT1cZTxeYSerShMCkgb
Modestep,Sunlight,dub,139.416,0.359,0.822,0.395,3bbtEl3UDzQn0ti5TqPtRH
Bassnectar,Paging Stereophonic,dub,94.982,0.666,0.955,0.553,15dq1CHMuI9duT3baNDabk
Datsik,Gecko,dub,140.134,0.811,0.861,0.182,1bwSlZJIotlKugRUzcQUFd
Kanka,Make It This Time,dub,142.993,0.706,0.551,0.27,5b9zr6hiAdnemfmejJOzOM
Excision and Downlink,Existence - VIP,dub,66.893,0.344,0.916,0.146,0Bu75pBNS5pjDLWgfUKGrm
Feed Me,To The Stars - Original Mix,dub,128.011,0.706,0.859,0.409,0THo2D68rpN9jc6EpDbxrn
NERO,Innocence - Original Mix,dub,137.169,0.375,0.732,0.0622,6XpKCDiyuM7iZvyEIBpoHB
Benga,I Will Never Change - 2012,dub,105.019,0.511,0.823,0.0318,36tAyMKHWJHZWbS4NWjwiv
Chase & Status,Flashing Lights,dub,140.04,0.533,0.808,0.274,6uomknm6K7oOeRDfwBzuV7
The Bloody Beetroots,Warp 1.9,dub,130.091,0.653,0.612,0.349,4EoIvIihHfwyxnc2LkMtOh
Bassnectar,Vava Voom,dub,140.032,0.537,0.97,0.163,0fTFmyy8AwWHiRoDgTh80w
Bob Marley & The Wailers,The Sun Is Shining,dub,73.934,0.597,0.524,0.847,5wb91i08i51QP1shXd60ix
NERO,Me And You,dub,144.047,0.42,0.925,0.236,6DEeUrq2VhjAj6KOhZcsu3
Feed Me,Death By Robot - Original Mix,dub,127.969,0.521,0.868,0.635,20k9otzKdPr3wG9lU1w0kj
Pretty Lights,I Know the Truth,dub,140.118,0.59,0.939,0.296,4SMciQoW2tOVieBAg6U2Qj
Borgore,Cry Me A River,dub,68.895,0.649,0.424,0.154,3JZoQDlsTny6zAR6yEweaY
Liquid Stranger,Rocket Fuel,dub,140.07,0.823,0.723,0.358,1Kp29VA7hByaRw7qkH7tAU
Klaypex,Rain (feat. Sara Kay),dub,145.068,0.462,0.849,0.0677,7LWH4HL1orhf9eqHSdli2N
Madeon,Icarus,dub,126.113,0.48,0.841,0.143,15ccEhr9NN3Blmdr0hQwj9
Datsik,Double Trouble,dub,173.973,0.55,0.933,0.354,52Pimvkpghudd9oGiAZBo9
Various Artists,Fussin and Fighting (Tough Dubstep Remix),dub,144.876,0.726,0.585,0.353,5qimgSaogRsfJQxVGYyoQu
Bassnectar,Breathless,dub,174.99,0.386,0.959,0.0829,7hEMRbs1ROzZXXO2CRGqwl
Modestep,Show Me A Sign,dub,139.332,0.342,0.884,0.118,0gGjq7TPqnLPkP67lY4AOY
Excision,sEXisM - Far Too Loud Remix,dub,128.095,0.568,0.92,0.362,6bDGtvTMJEMuCG2f8rlVp2
Rihanna,Diamonds - Jacob Plant Dubstep Remix,dub,91.892,0.55,0.695,0.0356,3ljB23GWqz8h5c4rAIUkL2
Skrillex,Dirty Vibe,dub,159.982,0.795,0.982,0.533,00k4IcdhoUtt3fBATrDyhh
Blackmill,Rain,dub,130.026,0.516,0.545,0.197,2YfVXi6dTux0x8KkWeZdd3
Kill The Noise,Thumbs Up,dub,111.964,0.739,0.779,0.578,2hiUFddzxnzlPA8qLLmniL
Various Artists,Air Raid (feat. Doctor P),dub,141.968,0.639,0.869,0.062,2EwWDdyAsApYMhuE93YWUh
Rednek,I'm Not Skrillex - Original Mix,dub,139.845,0.368,0.901,0.37,1Msyo6wTLpFTLjj2okJ74G
Various Artists,Rollup - Baauer Remix,dub,165.107,0.602,0.969,0.74,2OeWuXE76CouxtnTwOPFym
Various Artists,What Dreams May Come,dub,105.005,0.304,0.823,0.215,1Sy4FWfT3veB5R2td8DrVE
Ellie Goulding,Under The Sheets - Jakwob Remix,dubstep,137.959,0.516,0.886,0.0601,4D4vEbWWVqW1FI46vTBBqd
Quartus Saul,Superheroes VIP - VIP Mix,dubstep,139.993,0.325,0.738,0.32,20nxMHjwRppQD22a2H2JCF
Datsik,Galvanize,dubstep,138.74,0.629,0.725,0.0671,1r6joCg95nw0ILOht6oqQC
Janis Joplin,Move Over - Gorillianaire Mix,dubstep,122.004,0.755,0.783,0.612,0TPPsEUdbzyLEbchMWtxty
Freestylers,Cracks Feat. Belle Humble (Flux Pavilion Rmx),dubstep,140.007,0.499,0.826,0.427,5OJ8hNTKYU2dCvdgnOarLU
Tritonal,Still With Me - Seven Lions Remix,dubstep,137.946,0.242,0.881,0.0657,1uy0MBpwxwAmNXbQZ197hK
Adventure Club,Gold (feat. Yuna),dubstep,145.022,0.479,0.675,0.189,2KlZexJjJPuNWcN5uAG1GU
Various Artists,Burning - Dubba Jonny Remix,dubstep,139.873,0.403,0.643,0.111,76jmXjmUePMiMJhH3O8W1Y
Friction,Led Astray - Culprate Remix,dubstep,139.976,0.604,0.755,0.228,3MjEAuhBbenHGKcdfOzUYT
Various Artists,One Minute (DotEXE's Dopest Dope Remix),dubstep,174.02,0.497,0.969,0.639,0SodRfTTFfMu6TX8hPcW4O
Dubba Jonny,A Brief Tutorial On Vip Production - Vip,dubstep,140.098,0.507,0.9,0.336,1FgbslUrD0hTVw0usa4YLs
Savant,Starfish - Original Mix,dubstep,100.68,0.69,0.444,0.549,0qH2LsUXMCUMYAiO3Vkupk
Ephixa,Some Wobbles (Noisestorm Remix),dubstep,139.897,0.557,0.689,0.257,6pItEIERB2dwoK8L0Ryx53
Flux Pavilion,I Can't Stop,dubstep,139.932,0.513,0.775,0.205,03EuhmMsEHVFI9ytainStU
Rusko,Woo-Boost - Borgore Remix,dubstep,139.971,0.618,0.613,0.263,4aIvvv0oATCUPuBiDTIRfm
Savant,You Can Play - Original Mix,dubstep,130.078,0.57,0.698,0.234,0GgGyTftrb8mHVikpi5Mau
Figure,Leather Face,dubstep,84.972,0.267,0.975,0.361,7GjNJynn9wwMGGHSAFQ69q
Skream,Wibbler,dubstep,140.098,0.358,0.905,0.297,18Gyi8aW0mE86AyT0D6TAx
deadmau5 / Melleefresh,Afterhours - Original Mix,dubstep,127.996,0.715,0.941,0.137,1NeKfsLZAOo4fQHJqbBcms
Zeds Dead,Oh No,dubstep,140.044,0.518,0.892,0.249,2k5eWC4C4hV2aLDnnfug2c
Feed Me,Strange Behaviour - Original Mix,dubstep,139.711,0.586,0.813,0.339,3WyXP15dqzhKtfcjqX1vsj
Dillon Francis,I.D.G.A.F.O.S.,dubstep,110.018,0.666,0.93,0.13,7FwsJLYnRNboaN7suQQePz
deadmau5,Sofi Needs A Ladder,dubstep,128.01,0.779,0.707,0.341,5pewxEBnMo72rY6pGH0HJz
Various Artists,Airwaves,dubstep,128.026,0.59,0.889,0.453,5FvFP7Ixbczk3pMd1yBx05
Savant,Splinter - Original Mix,dubstep,127.02,0.674,0.695,0.498,2kkSXTDCGHWcnl5PQPTK0e
Robyn,Call Your Girlfriend - Feed Me Remix,dubstep,139.92,0.468,0.88,0.597,3H25APFLbS8WnpcaTnKWnu
Various Artists,Like This,dubstep,139.957,0.61,0.968,0.157,6WTA4pHkdlLXF8E9VnuoFQ
Casxio,Seventeen (Skrillex AKA Sonny Moore Remix),dubstep,127.953,0.709,0.783,0.498,7KazEQIkD1ve7KL10Ah82X
Flux Pavilion,Superbad,dubstep,139.937,0.535,0.928,0.614,3LK9g77hd41jzbGh1Etj44
Joker,The Vision (Let Me Breathe),dubstep,139.976,0.751,0.567,0.137,5gfQQoGnAwmO74Ln8lVhWn
Zedd,Stars Come Out (Datsik Remix),dubstep,139.988,0.675,0.823,0.68,6ewWy6AIhP5GFLS7hZqpq1
Skrillex,Fire Away,dubstep,139.793,0.546,0.814,0.0725,3G6f32IgEKsInHsy2J4r5J
Bassnectar,Red Step,dubstep,140.007,0.686,0.98,0.171,1GcaJ6MZs2UzWlhDCFNbMD
Various Artists,Razor Sharp,dubstep,110.007,0.681,0.909,0.378,7obUW394tDNKqO2YEWt356
N.E.R.D,Hypnotize U - NERO Remix,dubstep,140.093,0.466,0.772,0.176,30sOa15ccjT1NmnwmNwHAc
Cher Lloyd,"Dub on the Track (feat. Mic Righteous, Dot Rotten & Ghetts)",dubstep,137.097,0.586,0.852,0.378,3NplPunkhgoMpYuNJxbPpJ
Jack Beats,Epidemic - Original,dubstep,111.998,0.734,0.954,0.187,5Gx3gMjsfZOEdVZwnrjwVJ
Various Artists,Always,dubstep,139.99,0.564,0.62,0.0435,6hH9vw5oUKqqZwteWhQsmy
Flux Pavilion,Blow the Roof,dubstep,220.169,0.517,0.978,0.38,1DZfcSkibPHM9h8lPFT7LT
Hardwell,Spaceman - Drown The Fish Remix,dubstep,139.946,0.651,0.893,0.287,4SI2dtAqzrNFze8JrSzl4o
Datsik,Hold It Down,dubstep,139.968,0.548,0.905,0.24,2XNvh4mLzrEpSn951iMEsr
Kezwik,Promise Me - Original Mix,dubstep,140.033,0.577,0.875,0.181,3AS3EvTDzswEFmQU8kyJtM
Skrillex,Make It Bun Dem - Culprate Remix,dubstep,139.831,0.624,0.724,0.599,5bMQdlT0YVcZdBuHSUBuIr
Korn,Chaos Lives in Everything (feat. Skrillex),dubstep,140.057,0.568,0.932,0.393,2cun5UwgipBfm97fY8KDA0
Various Artists,Maelstrom,dubstep,174.026,0.246,0.99,0.359,5xDRfMLIYCm3NwZrZrCnsQ
Sidney Samson,Shut up & Let It Go (Bar9 Remix),dubstep,104.943,0.445,0.804,0.0361,5PQKOXpXwxiZ4IexttAbG2
Borgore,Decisions,dubstep,139.979,0.552,0.911,0.558,5W9OWL9fs1FnTVuVJpjOV4
Tha New Team,Ghouls - Tha New Team Remix,dubstep,139.971,0.481,0.87,0.406,4lV3dZCapT3CSrKFpPlAQX
AWOLNATION,Sail - Unlimited Gravity Remix,dubstep,149.844,0.583,0.47,0.42,7qAWdfgvuDJQlhjppYtAfA
Mike Posner,Cooler Than Me - Boson Remix,dubstep,143.394,0.625,0.7,0.269,3PnXGp9BbHsoVeke1TVoLC
Various Artists,Rewel,dubstep,140.093,0.567,0.81,0.118,7jJRZLZoRpSuR9DPh4SFPz
The Glitch Mob,We Can Make The World Stop,dubstep,105.006,0.563,0.836,0.154,48n92l7OnLEURhalUBtsl7
DVBBS,Tsunami,dubstep,128.04,0.688,0.844,0.273,2xMS1khdU5FHX1KEiNTVdi
deadmau5,I Remember,dubstep,128.004,0.813,0.513,0.602,4tGghJ2euPeI7HvpkNi1CU
Zeds Dead,Rude Boy,dubstep,139.795,0.568,0.858,0.453,2nz6tKHsV0GJhwaXIOvYz5
Kill The Noise,Talk To Me,dubstep,173.778,0.418,0.929,0.171,0T1hCjV6uAhfaq2TKNggSV
Infected Mushroom,U R So Fucked,dubstep,101.984,0.528,0.789,0.254,2aqbz3zEcgIyz23VCVc6xH
Benga,Transformers,dubstep,68.975,0.544,0.585,0.313,7wLhQFGsOTHdpbRM1UGrYN
Chase & Status,Hitz - 16Bit Remix,dubstep,141.984,0.584,0.859,0.334,1WvPJI30mU2EOVxaYeoqgq
Singularity,Nanox - MitiS Remix,dubstep,171.925,0.398,0.735,0.146,2bHrIOfZYxeEA70eIdsQH0
Doctor P,Black Books,dubstep,140.079,0.632,0.959,0.84,0yWwd1B1I9h9eSGjeTRJkE
Kill The Noise,Deal With It (KOAN Sound Remix),dubstep,174.057,0.624,0.888,0.316,3UYMUN80QYhs58NtHbdnNB
Gemini,Vision,dubstep,139.958,0.703,0.892,0.221,5LovPZMS579wYfjuapGGHz
501,8 Bit Dreamer,dubstep,140.026,0.648,0.852,0.206,4snwGgne8RElQBD17iMvmr
Datsik,Firepower,dubstep,140.028,0.467,0.83,0.0394,0oOxvJK76K0439kSZFcE22
Nneka,Heartbeat - Chase & Status We Just Bought A Guitar Mix,dubstep,144.108,0.558,0.665,0.483,5qPmR4nG3nNAECAN5JxrEV
Labrinth,Earthquake (feat. Tinie Tempah),dubstep,153.071,0.54,0.856,0.258,3SxiAdI8dP9AaaEz1Z24mn
Gramatik,Illusion of Choice,dubstep,144.997,0.714,0.755,0.462,0faHbZQeLjeJ0x1Ebxn7O5
Brown and Gammon,Blow My Mind,dubstep,141.666,0.468,0.906,0.239,17kQkD6cAg4FdsLFPtNsJC
Savant,Ninur - Original Mix,dubstep,108.626,0.407,0.707,0.699,74XJOhHihLUU9B9cCF5Qgz
Skrillex,Scary Monsters and Nice Sprites - Kaskade Remix,dubstep,128.008,0.829,0.873,0.152,4j3rTxafRqG2uukR7g59EF
Metrik,Freefall - xKore Remix,dubstep,140.163,0.526,0.514,0.179,1cRWVPOowwi0ibYtLAmngE
David Guetta,Bad (feat. Vassy) - Radio Edit,dubstep,127.966,0.614,0.972,0.411,6PtXobrqImYfnpIxNsJApa
Rita Ora,Hot Right Now (feat. RITA ORA),dubstep,174.956,0.543,0.961,0.41,4EbzxDt0bgOBcZ0wklVAQj
Knife Party,Rage Valley,dubstep,128.162,0.434,0.962,0.226,2ZeTpxUpIHDdrRZdD8Vlh9
Omnitica,Dubwoofer Substep,dubstep,108.743,0.527,0.837,0.103,2QNmH8xLdi7hQu6YkpVgwL
Datsik,Need You,dubstep,140.119,0.496,0.93,0.179,5xFC7TVrn3pjnnBLWUDI7I
Bratkilla,The Desert,dubstep,140.001,0.725,0.92,0.409,13h93GxjNWfTt1Y6NaVvuR
Hardwell,Spaceman,dubstep,127.997,0.599,0.763,0.118,1Ca2ELRlvACAeI7xz9c9jR
DotEXE,Hipster Cutthroat,dubstep,109.943,0.753,0.889,0.146,4EIaAPKKNGBcAaDgPTePgU
Skism,Rise of The Idiots - Funtcase Rmx,dubstep,139.957,0.592,0.919,0.165,0liwcDNgQzcbAMrQ9e8OVm
Adventure Club,Need Your Heart (feat. Kai),edm,140.093,0.41,0.712,0.166,2L7plRhGDguuuM9J1u5R7x
Flux Pavilion,I Can't Stop,edm,139.932,0.513,0.775,0.205,3QVteHLWhYhBWe7cX2fgev
John Dahlbäck,We Were Gods (feat. Urban Cone & Lucas Nord) - Radio Edit,edm,127.985,0.524,0.802,0.505,08Erw82oA0xZUnSMOxNvN7
Minnesota,Astral Projection,edm,164.973,0.42,0.896,0.289,4ZHNGs3LJODcWrU197iiwY
Deorro,Stopping Us,edm,128.02,0.736,0.837,0.209,1elKl1ciiw49uTFZ4CTbEs
Lindsey Stirling,Crystallize,edm,140.006,0.44,0.623,0.0563,5JFkuKQsPps2ZaZzaLx63d
Big Gigantic,Blue Dream,edm,95.011,0.577,0.954,0.46,6j4PC0PT4A5TI9QitUTV2x
Wax Tailor,Que Sera,edm,165.843,0.581,0.73,0.443,61KHfpOOqUgSWpzfpufkzs
Flume,You & Me - Flume Remix,edm,75.065,0.593,0.392,0.25,4eTVpfb9fISH1FV4APpX2T
Approaching Nirvana,Sugar High,edm,128.06,0.663,0.355,0.468,6uQ192yNyZ4W8yoaL0Sb9p
Various Artists,Dynamo,edm,129.003,0.644,0.906,0.0866,4HRhCGyBhUSP9FIPvokPNL
Dubmood,Monkey Island,edm,94.45,0.668,0.981,0.898,30sHxvIflGaWj7nnd3oSTo
Various Artists,BINGBONG,edm,143.983,0.698,0.976,0.529,4wY96U0SoyCGt2fpsvcEL3
Gramatik,Hit That Jive,edm,99.995,0.896,0.684,0.686,15KHOhZTNh7bGogTgLNTZh
Krewella,Killin' It,edm,159.972,0.514,0.909,0.219,3rHFo3c176QQnZ3Ucdbp21
Noisses,Crank Dat,edm,141.862,0.828,0.671,0.543,6u8on7c8MPZQ0cXW70qlM8
Party Favor,Prince,edm,99.991,0.54,0.901,0.128,0OwW9dj25kMLx7D4ZJCURJ
Pretty Lights,High School Art Class,edm,106.935,0.691,0.81,0.43,1P0wLge0z6CiDMztVH0q9i
Various Artists,I'm Home,edm,102.001,0.643,0.66,0.322,1ebiFSKKdo5aEa8y2QzQqy
Icona Pop,All Night - Cash Cash Remix; Radio Edit,edm,128.073,0.591,0.864,0.302,5Uo7AAr2d1CNZlaKgVUT3i
Avicii,Levels,edm,125.991,0.601,0.834,0.352,6dfXwa0dI1sBm4CIePuOYM
Big Gigantic,Lucid Dreams,edm,92.014,0.483,0.854,0.493,6ZmjleAm3EZNC0HeC0XaYL
Benga,Go Tell Them,edm,140.031,0.811,0.673,0.371,2r5nMKhtXqHF44qOn2nBW6
Pope,Forever,edm,125.98,0.705,0.94,0.524,42prDRVUOkgzQsfSFL2mmL
David Guetta,Every Chance We Get We Run (feat. Tegan & Sara),edm,125.985,0.562,0.882,0.694,6gDAYjiH3pYyD91SWsxViF
Ivan Gough & Feenixpawl,In My Mind (Axwell Radio Edit),edm,128.038,0.511,0.83,0.355,3bXptsvAsA4gLaaRKMHsr0
The Noisy Freaks,Freaks Orchestra,edm,104.97,0.685,0.706,0.56,6A6Hwl2yBkqTnJ4UvQJzZs
DJ Fresh,Hypercaine,edm,176.012,0.395,0.948,0.486,0JFwZZHhfRhEgwCVOY8MFQ
Pretty Lights,Hot Like Sauce,edm,89.994,0.707,0.615,0.113,7zbq8RT5Kd3ExOGVTiUQbR
Savant,Rabbit Whore - Original Mix,edm,135.25,0.573,0.624,0.269,3lfGAVWfr3sdcrnv7PzfrM
Koda,Staying (DotEXE Remix),edm,180.048,0.491,0.788,0.18,0I7ouoTZnPY76XWsnHuJkl
Benga,B4 the Dual,edm,139.983,0.759,0.68,0.177,78upcMhaz0KEaZWGOsQzg0
Skrillex,Kill EVERYBODY,edm,126.988,0.788,0.874,0.629,6I9sncEmtGc9rpKyb8U1f8
Bassnectar,Bass Head,edm,84.984,0.764,0.678,0.0605,2EQhNdnP2LT96NnkkKkm0N
Adam L. Kid,Babes Anatomy (Adam's Lambaca Remix),edm,131.034,0.653,0.803,0.602,28hs4m9Uf0M9lyO4qV3WnX
Calvin Harris,Feel So Close - Nero Remix,edm,139.981,0.415,0.818,0.155,4vyEY2Nd22H4ErNjSv2qzq
Various Artists,Raise Your Weapon - Madeon Extended Remix,edm,126.058,0.699,0.825,0.422,3FvrHJH1p0bQ7eeXlvjVfc
Gramatik,Just Jammin',edm,90.008,0.815,0.681,0.803,1QD9AQejlhhIb1txPa3WYg
Daddy's Groove,Stellar,edm,127.994,0.552,0.842,0.316,6kMGmlmwNLRmh4If8xcFka
Rusko,Everyday - (Netsky Remix),edm,173.871,0.39,0.928,0.138,4JJb5x4qGaKXYaxCahGbEq
Far Too Loud,Doomsday Machine,edm,127.993,0.638,0.933,0.449,0IybRjoZcqzZhOHIIhJ1vU
Birdy Nam Nam,"Goin' In - Skrillex ""Goin' Hard"" Mix",edm,174.018,0.689,0.93,0.593,3RWnOQTAOOvkoe02KIS9dP
Crissy Criss,Kick Snare,edm,144.022,0.7,0.817,0.0985,3mAoSvZ1glnC18ZOC21ysv
Various Artists,Woo Boost,edm,139.855,0.66,0.803,0.643,2aNyZbeTHirn7ToWq7IGym
Zedd,Clarity,edm,128.0,0.509,0.781,0.176,60wwxj6Dd9NJlirf84wr2c
Skrillex,Rock 'n' Roll (Will Take You to the Mountain),edm,128.064,0.713,0.971,0.676,2TkoUq8sPXmc4KYzKBiTWT
RL Grime,Core - Original Mix,edm,149.962,0.532,0.949,0.616,05ghH87Bc09RLmS8QTKIWk
Ellie Goulding,Burn - Remix,edm,130.064,0.67,0.74,0.357,2uXQrjOL3kT5ZiLfu21onO
Black Tiger Sex Machine,Destroy It - Urban Contact Remix,edm,128.0,0.74,0.762,0.163,2u0SSpdM9XNfzWAwoJWxzF
Duke Dumont,I Got U,edm,120.82,0.653,0.756,0.42,4r8hRPbidDIoDPphxi78aY
Alesso,Clash - Original Mix,edm,126.007,0.574,0.484,0.337,40FU2PFAk107qPuV4dJ4qN
Steerner,Life - Radio Edit,edm,126.017,0.507,0.823,0.246,5ClU5122ESEvM9yVI5zyJj
Beatarce,Higher,edm,127.891,0.567,0.74,0.472,0pqcBQEac8n9Rf9fMWOZoU
Don Diablo,Back In Time - Extended Mix,edm,125.979,0.687,0.771,0.311,3Bk2bWV7RLpzGea7EkZ8o7
Ratatat,Loud Pipes,edm,87.975,0.718,0.703,0.858,5ZrrXIYTvjXPKVQMjqaumR
Afrojack,The Spark,edm,126.003,0.629,0.929,0.499,100EbPCjtuBNBcNxu7Wt6p
Foxes,Youth (Adventure Club Remix),edm,139.726,0.463,0.71,0.254,4n0isQrD9b9lOoSs7zKogy
Flume,Hyperparadise - Flume Remix,edm,145.001,0.584,0.838,0.343,3Qn3LhREMyvnvj9ujRugd3
Galantis,You - Tiësto vs. Twoloud Radio Edit,edm,127.942,0.358,0.918,0.0936,5kC6r4q71XMzsuLAYesseb
Infected Mushroom,Never Mind,edm,129.996,0.812,0.831,0.402,2G6d1OttEYLmDJ2KzpJxvm
Spookem,Aviator - Original Mix,edm,128.0,0.712,0.775,0.349,2vOtnZZdtFs7AJro5XIIuG
Various Artists,Time Is the Enemy,edm,165.98,0.188,0.851,0.222,74b9N5Kpk2nCm3coGaVycl
I See MONSTAS,Where Did I Go? - Dillon Francis & Kill Paris Remix,edm,110.059,0.671,0.67,0.0671,6NoFbdfSqgzT3Sxj7hQv9S
Various Artists,In The Horizon - Radio Edit,edm,127.991,0.626,0.957,0.0841,0cDtZgxBNJBmupoz5v84V6
Various Artists,Starlight,edm,129.936,0.767,0.726,0.941,1eq6pDTqBszNFlnQ1owhLy
Stephen Swartz,Bullet Train (feat. Joni Fatora),edm,129.868,0.546,0.703,0.196,6lbhkPbkKj6jnPTt1FelVo
deadmau5,Moar Ghosts n Stuff,edm,128.038,0.785,0.475,0.301,15Gqxo3SqVnwQjt6izOKAH
Pierce Fulton,Kuaga,edm,127.998,0.723,0.912,0.493,76Qwq652kO20NZFjU4Ma8D
Anamanaguchi,Endless Fantasy,edm,128.469,0.652,0.753,0.31,1EsdqTsiQPaUJ82iy7KfS1
Madeon,Finale (feat. Nicholas Petricca),edm,92.131,0.42,0.863,0.172,0DanGj9TtgZIjJnHdTbW9v
Dillon Francis,Without You,edm,119.951,0.717,0.637,0.392,6K3kOF05SrwfbAGcwqU4s8
Benga,Crunked Up,edm,139.983,0.815,0.603,0.271,1DnqiDHSNV4QHogPiqvRYe
Netsky,Puppy,edm,128.03,0.72,0.727,0.856,2Hq2mIgRfj60J321GueeJT
Skrillex,All I Ask of You (feat. Pennybirdrabbit),edm,126.977,0.774,0.909,0.696,1A3XPibNuMPTbTWlPgRfTD
ill.gates,Trillogy,edm,100.005,0.525,0.824,0.733,6pg1DSBjReor1j5G0Z7ozK
Hudson Mohawke,Chimes,edm,141.057,0.531,0.693,0.542,1U3oH5CRRcjT5TT69b6eYl
Tom Hangs,Blessed - Avicii Mix,edm,126.011,0.727,0.938,0.695,6WaBSLUShG3BpQUpXr0CVR
Various Artists,Disconnected,edm,127.977,0.713,0.891,0.365,4HEFKRGM0Z3c24PtBkUYtc
Pep & Rash,Fatality - Quintino Edit,edm,124.989,0.689,0.925,0.56,7JKEABG5rOKP3RPNQcavcS
Hardwell,Apollo - Original Mix,edm,127.96,0.761,0.791,0.201,4KHDdWCH1NCtFv2mVGNkCH
We Plants Are Happy Plants,We Plants Are Happy Plants,edm,133.01,0.68,0.631,0.151,0VeEYiNY7kZfx5RD1XesCw
STS9,Peaceblaster '08,edm,126.972,0.637,0.766,0.0646,5ctnrRh81WicuT6prsCHYc
Scooter,4 Am - Radio Version,edm,132.02,0.598,0.871,0.292,5AhKuJh7iYD6tRJInQJmli
Ianick,Across the Pond,edm,123.972,0.666,0.776,0.283,5dKjrBLRbu2knbRC3K4OG5
Jenaux,Maya - (Original Mix),edm,127.961,0.57,0.828,0.192,1OMNuknvmUz0MIoEDtS4I1
Attack Attack!,Interlude,edm,140.031,0.545,0.934,0.179,2AMoQ7iQf2Bg9qbCHEjkdv
Lazerbeak,L R L,edm,93.985,0.603,0.925,0.281,1BU4p95YjXuvCCRscALuxv
Kid Arkade,Underbelly,edm,127.985,0.793,0.855,0.75,10uJ3ZdZEGuboHh9RVmr4j
Pretty Lights,Finally Moving,edm,100.01,0.735,0.555,0.523,3WS7spXVlbeC5kjePmHMQW
Showtek,Bouncer - Original Mix,edm,128.088,0.479,0.898,0.311,7yzXK13nRm2fDTCPi9RjAu
Hardwell,Spaceman - Carnage Festival Trap Remix,electro,139.987,0.712,0.497,0.238,5QcSDOm6mcvFDl7KBT1fHv
Various Artists,Phat Brahms (Steve Aoki & Angger Dimas vs. Dimitri Vegas & Like Mike) [Radio Edit],electro,128.073,0.582,0.946,0.43,1RhK8kEjB5lUYARdK7truS
Porter Robinson,Unison - Knife Party Remix,electro,109.932,0.586,0.836,0.165,62PdGwG6Hv8sCyd29ExKEq
OVERWERK,Buzzin',electro,130.038,0.796,0.866,0.369,2r1UPlz2mx5zG4u2MNL6BS
Deluxe,Pony,electro,103.089,0.744,0.586,0.797,6xVfTx01TnGrzH1mqXfOmf
Madeon,The City,electro,124.995,0.528,0.81,0.295,59iJua476fbi3PbddfPrez
Paul Kalkbrenner,Sky and Sand,electro,127.021,0.791,0.329,0.526,6lWuJS86p0q5JAKekgETcN
Nadia Ali,Pressure - Alesso Remix,electro,128.006,0.635,0.795,0.357,2g136494iEXB1GGPakAFzx
Free the Robots,Yoga Fire,electro,112.023,0.723,0.844,0.968,5l3tpTawo4lB99Cnfv4lwp
Various Artists,Booyah (feat. We Are Loud & Sonny Wilson) - Radio Edit,electro,128.012,0.567,0.917,0.266,0FgfmsHUeWpOiHIcddnxF8
Daft Punk,Technologic,electro,127.498,0.812,0.516,0.633,1iNeZGJsoC0D7ZyJTdIbDS
Claptone,No Eyes,electro,120.016,0.923,0.34,0.408,4ncSJeacy235O8qz42fIfm
